run_id,target,k,fault_ddr4_addr,fault_byte_offset,fault_bit,fault_region,timeout,crash,output_anomaly,top1_match,top5_match,baseline_top1,faulty_top1,baseline_prob,faulty_prob,prob_drop,recovered
77,WEIGHTS,10,0xaaaacc08d958,11432120,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
78,WEIGHTS,10,0xaaaacbd2ea24,7897476,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
79,WEIGHTS,10,0xaaaacbf8171f,10333823,2,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
80,WEIGHTS,10,0xaaaacc54bb3d,16405149,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
81,WEIGHTS,10,0xaaaacc2daddf,13845823,2,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
82,WEIGHTS,10,0xaaaaccd1a86b,24592331,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
83,WEIGHTS,10,0xaaaacc2faadf,13976127,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
84,WEIGHTS,10,0xaaaacc52bce8,16274504,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
85,WEIGHTS,10,0xaaaacc4fea32,16089490,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
86,WEIGHTS,10,0xaaaacc40c131,15095953,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
87,WEIGHTS,10,0xaaaacbf69e38,10237336,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
88,WEIGHTS,10,0xaaaacc203df2,12965202,7,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
89,WEIGHTS,10,0xaaaacc12580c,12054380,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
90,WEIGHTS,10,0xaaaacc303d81,14013665,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
91,WEIGHTS,10,0xaaaacc07db60,11367104,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
92,WEIGHTS,10,0xaaaacbf80b99,10330873,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
93,WEIGHTS,10,0xaaaacc443180,15321312,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
94,WEIGHTS,10,0xaaaacc5627a6,16498438,7,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
95,WEIGHTS,10,0xaaaacc0a274a,11517610,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
96,WEIGHTS,10,0xaaaacbb877a7,6164231,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
97,WEIGHTS,10,0xaaaacc80fcf0,19305552,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
98,WEIGHTS,10,0xaaaacc5a9c0f,16790383,7,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
99,WEIGHTS,10,0xaaaacc296484,13564900,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
100,WEIGHTS,10,0xaaaacc3b753d,14748829,2,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
101,WEIGHTS,10,0xaaaacc43abc9,15287081,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
102,WEIGHTS,10,0xaaaacb73bcca,1659946,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
103,WEIGHTS,10,0xaaaacbd1a6b9,7814681,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
