run_id,target,k,fault_ddr4_addr,fault_byte_offset,fault_bit,fault_region,timeout,crash,output_anomaly,top1_match,top5_match,baseline_top1,faulty_top1,baseline_prob,faulty_prob,prob_drop,recovered
84,FEATURE_MAPS,10,0xaaaae371c58d,126269,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984171,-0.001509,0
85,FEATURE_MAPS,10,0xaaaae370d595,64837,5,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984220,-0.001558,0
86,FEATURE_MAPS,10,0xaaaae370bc2d,58333,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986292,-0.003630,0
87,FEATURE_MAPS,10,0xaaaae3704f24,30420,5,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986506,-0.003844,0
88,FEATURE_MAPS,10,0xaaaae371753a,105706,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982581,0.000081,0
89,FEATURE_MAPS,10,0xaaaae371615f,100623,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.978003,0.004659,0
90,FEATURE_MAPS,10,0xaaaae3717bec,107420,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984762,-0.002100,0
91,FEATURE_MAPS,10,0xaaaae3716cc6,103542,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984381,-0.001719,0
92,FEATURE_MAPS,10,0xaaaae3715ff1,100257,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982591,0.000071,0
93,FEATURE_MAPS,10,0xaaaae371f59a,138570,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986262,-0.003600,0
94,FEATURE_MAPS,10,0xaaaae3716d18,103624,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982729,-0.000068,0
95,FEATURE_MAPS,10,0xaaaae370ca79,61993,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.977923,0.004739,0
96,FEATURE_MAPS,10,0xaaaae3719f12,116418,5,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984689,-0.002027,0
97,FEATURE_MAPS,10,0xaaaae370e0b5,67685,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984505,-0.001843,0
98,FEATURE_MAPS,10,0xaaaae3700a9f,12879,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982793,-0.000131,0
99,FEATURE_MAPS,10,0xaaaae371ece0,136336,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984237,-0.001575,0
100,FEATURE_MAPS,10,0xaaaae3706e03,38323,1,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986420,-0.003758,0
101,FEATURE_MAPS,10,0xaaaae371c93d,127213,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.978419,0.004243,0
102,FEATURE_MAPS,10,0xaaaae371f145,137461,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984352,-0.001690,0
103,FEATURE_MAPS,10,0xaaaae36fda89,569,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986675,-0.004013,0
104,FEATURE_MAPS,10,0xaaaae371d2ee,129694,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.980166,0.002495,0
105,FEATURE_MAPS,10,0xaaaae3707038,38888,5,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982644,0.000018,0
106,FEATURE_MAPS,10,0xaaaae370cb26,62166,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986149,-0.003487,0
107,FEATURE_MAPS,10,0xaaaae3703aa5,25173,5,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982349,0.000313,0
108,FEATURE_MAPS,10,0xaaaae3706ff2,38818,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.979763,0.002899,0
109,FEATURE_MAPS,10,0xaaaae370b9d3,57731,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986517,-0.003855,0
110,FEATURE_MAPS,10,0xaaaae3702286,18998,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982658,0.000004,0
111,FEATURE_MAPS,10,0xaaaae3703db1,25953,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982642,0.000020,0
112,FEATURE_MAPS,10,0xaaaae371ff75,141093,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982436,0.000226,0
113,FEATURE_MAPS,10,0xaaaae3709964,49428,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982548,0.000114,0
114,FEATURE_MAPS,10,0xaaaae371bcc1,124017,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982729,-0.000067,0
115,FEATURE_MAPS,10,0xaaaae3717f1c,108236,1,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986737,-0.004075,0
116,FEATURE_MAPS,10,0xaaaae370fa25,74197,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984147,-0.001485,0
117,FEATURE_MAPS,10,0xaaaae3708ef8,46760,1,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982512,0.000150,0
118,FEATURE_MAPS,10,0xaaaae371b957,123143,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.983758,-0.001096,0
119,FEATURE_MAPS,10,0xaaaae3702545,19701,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984183,-0.001521,0
120,FEATURE_MAPS,10,0xaaaae3709958,49416,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.979901,0.002761,0
121,FEATURE_MAPS,10,0xaaaae3701bce,17278,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982731,-0.000069,0
